hour,production,consumption
2023-06-01 00:00,0.0,0.51
2023-06-01 01:00,0.0,0.5
2023-06-01 02:00,0.0,1.43
2023-06-01 03:00,0.02,0.63
2023-06-01 04:00,0.1,1.18
2023-06-01 05:00,0.26,1.15
2023-06-01 06:00,0.36,0.65
2023-06-01 07:00,0.6,0.54
2023-06-01 08:00,0.64,0.5
2023-06-01 09:00,0.74,0.86
2023-06-01 10:00,0.91,0.6
2023-06-01 11:00,0.91,0.48
2023-06-01 12:00,1.02,0.74
2023-06-01 13:00,1.1,0.81
2023-06-01 14:00,1.02,0.9
2023-06-01 15:00,0.86,0.64
2023-06-01 16:00,0.8,0.84
2023-06-01 17:00,0.65,1.12
2023-06-01 18:00,0.47,0.72
2023-06-01 19:00,0.36,0.77
2023-06-01 20:00,0.19,0.68
2023-06-01 21:00,0.11,1.14
2023-06-01 22:00,0.02,0.47
2023-06-01 23:00,0.0,0.96
