hour,production,consumption
2023-06-01 00:00,0,0.47
2023-06-01 01:00,0,1.33
2023-06-01 02:00,0,1.0
2023-06-01 03:00,0,1.16
2023-06-01 04:00,0,0.99
2023-06-01 05:00,0,0.43
2023-06-01 06:00,0,0.78
2023-06-01 07:00,0,0.64
2023-06-01 08:00,0,0.65
2023-06-01 09:00,0,0.46
2023-06-01 10:00,0,0.64
2023-06-01 11:00,0,1.12
2023-06-01 12:00,0,1.02
2023-06-01 13:00,0,1.07
2023-06-01 14:00,0,0.87
2023-06-01 15:00,0,1.17
2023-06-01 16:00,0,0.72
2023-06-01 17:00,0,0.62
2023-06-01 18:00,0,0.58
2023-06-01 19:00,0,0.51
2023-06-01 20:00,0,1.16
2023-06-01 21:00,0,1.44
2023-06-01 22:00,0,1.07
2023-06-01 23:00,0,1.35
