hour,production,consumption
2023-06-01 00:00,0.0,1.41
2023-06-01 01:00,0.0,0.8
2023-06-01 02:00,0.0,1.06
2023-06-01 03:00,0.11,1.34
2023-06-01 04:00,0.53,0.62
2023-06-01 05:00,1.24,0.96
2023-06-01 06:00,1.8,0.69
2023-06-01 07:00,2.89,1.04
2023-06-01 08:00,3.24,1.37
2023-06-01 09:00,3.98,0.41
2023-06-01 10:00,4.25,0.93
2023-06-01 11:00,4.54,1.46
2023-06-01 12:00,5.31,0.79
2023-06-01 13:00,5.45,0.69
2023-06-01 14:00,4.6,1.49
2023-06-01 15:00,4.2,0.76
2023-06-01 16:00,3.98,1.32
2023-06-01 17:00,2.93,0.77
2023-06-01 18:00,2.51,0.72
2023-06-01 19:00,1.89,1.04
2023-06-01 20:00,0.92,1.05
2023-06-01 21:00,0.46,0.44
2023-06-01 22:00,0.09,1.14
2023-06-01 23:00,0.0,1.33
2023-06-02 00:00,0.0,1.13
2023-06-02 01:00,0.0,1.08
2023-06-02 02:00,0.0,1.36
2023-06-02 03:00,0.11,1.16
2023-06-02 04:00,0.52,0.49
2023-06-02 05:00,1.23,1.39
2023-06-02 06:00,2.02,1.24
2023-06-02 07:00,2.56,0.77
2023-06-02 08:00,3.61,0.59
2023-06-02 09:00,4.26,0.46
2023-06-02 10:00,4.69,0.84
2023-06-02 11:00,4.59,0.63
2023-06-02 12:00,5.08,1.19
2023-06-02 13:00,5.27,0.75
2023-06-02 14:00,4.4,1.38
2023-06-02 15:00,4.14,1.28
2023-06-02 16:00,3.79,1.42
2023-06-02 17:00,3.11,1.35
2023-06-02 18:00,2.4,1.48
2023-06-02 19:00,1.87,0.69
2023-06-02 20:00,0.95,0.57
2023-06-02 21:00,0.49,0.82
2023-06-02 22:00,0.1,1.14
2023-06-02 23:00,0.0,0.72
2023-06-03 00:00,0.0,1.21
2023-06-03 01:00,0.0,0.79
2023-06-03 02:00,0.0,1.07
2023-06-03 03:00,0.11,0.83
2023-06-03 04:00,0.54,0.62
2023-06-03 05:00,1.3,1.07
2023-06-03 06:00,2.19,0.79
2023-06-03 07:00,2.56,1.34
2023-06-03 08:00,3.39,1.21
2023-06-03 09:00,3.69,0.63
2023-06-03 10:00,4.63,1.44
2023-06-03 11:00,4.84,0.73
2023-06-03 12:00,5.36,1.44
2023-06-03 13:00,4.74,0.63
2023-06-03 14:00,4.58,0.77
2023-06-03 15:00,4.52,1.47
2023-06-03 16:00,4.11,0.71
2023-06-03 17:00,3.23,0.53
2023-06-03 18:00,2.62,0.57
2023-06-03 19:00,1.97,0.82
2023-06-03 20:00,0.98,0.82
2023-06-03 21:00,0.5,1.3
2023-06-03 22:00,0.1,1.27
2023-06-03 23:00,0.0,0.73
2023-06-04 00:00,0.0,1.29
2023-06-04 01:00,0.0,0.41
2023-06-04 02:00,0.0,0.94
2023-06-04 03:00,0.1,0.86
2023-06-04 04:00,0.47,0.96
2023-06-04 05:00,1.13,0.43
2023-06-04 06:00,1.89,0.63
2023-06-04 07:00,2.57,0.89
2023-06-04 08:00,3.48,0.64
2023-06-04 09:00,3.69,1.16
2023-06-04 10:00,4.45,1.14
2023-06-04 11:00,5.43,0.41
2023-06-04 12:00,5.38,1.46
2023-06-04 13:00,5.0,1.01
2023-06-04 14:00,4.69,0.45
2023-06-04 15:00,4.63,1.38
2023-06-04 16:00,4.02,0.99
2023-06-04 17:00,3.04,1.03
2023-06-04 18:00,2.4,0.97
2023-06-04 19:00,1.68,1.26
2023-06-04 20:00,0.96,0.82
2023-06-04 21:00,0.54,1.17
2023-06-04 22:00,0.1,0.85
2023-06-04 23:00,0.0,0.47
2023-06-05 00:00,0.0,0.91
2023-06-05 01:00,0.0,1.37
2023-06-05 02:00,0.0,0.64
2023-06-05 03:00,0.09,0.78
2023-06-05 04:00,0.51,0.4
2023-06-05 05:00,1.19,0.61
2023-06-05 06:00,2.2,1.18
2023-06-05 07:00,2.9,0.59
2023-06-05 08:00,3.23,0.57
2023-06-05 09:00,4.25,0.63
2023-06-05 10:00,4.43,1.13
2023-06-05 11:00,4.58,0.81
2023-06-05 12:00,4.74,1.47
2023-06-05 13:00,5.41,0.62
2023-06-05 14:00,4.72,0.67
2023-06-05 15:00,4.48,1.18
2023-06-05 16:00,4.39,1.26
2023-06-05 17:00,3.29,0.98
2023-06-05 18:00,2.59,1.29
2023-06-05 19:00,1.77,0.46
2023-06-05 20:00,0.94,0.57
2023-06-05 21:00,0.5,1.02
2023-06-05 22:00,0.09,1.25
2023-06-05 23:00,0.0,1.31
2023-06-06 00:00,0.0,0.67
2023-06-06 01:00,0.0,0.57
2023-06-06 02:00,0.0,1.41
2023-06-06 03:00,0.1,1.42
2023-06-06 04:00,0.47,1.06
2023-06-06 05:00,1.29,0.86
2023-06-06 06:00,1.92,0.5
2023-06-06 07:00,2.83,0.68
2023-06-06 08:00,3.55,0.92
2023-06-06 09:00,3.69,1.4
2023-06-06 10:00,4.85,0.73
