hour,production,consumption
2023-06-01 00:00,0.0,0.87
2023-06-01 01:00,0.0,1.49
2023-06-01 02:00,0.0,1.46
2023-06-01 03:00,0.04,1.0
2023-06-01 04:00,0.2,0.73
2023-06-01 05:00,0.47,1.46
2023-06-01 06:00,0.84,1.44
2023-06-01 07:00,1.14,0.58
2023-06-01 08:00,1.33,0.89
2023-06-01 09:00,1.55,1.46
2023-06-01 10:00,1.92,0.46
2023-06-01 11:00,1.9,1.45
2023-06-01 12:00,2.01,0.5
2023-06-01 13:00,1.93,0.76
2023-06-01 14:00,1.88,1.33
2023-06-01 15:00,1.91,1.1
2023-06-01 16:00,1.74,0.53
2023-06-01 17:00,1.22,0.44
2023-06-01 18:00,0.99,1.16
2023-06-01 19:00,0.66,1.08
2023-06-01 20:00,0.44,1.46
2023-06-01 21:00,0.19,1.43
2023-06-01 22:00,0.04,1.3
2023-06-01 23:00,0.0,0.76
2023-06-02 00:00,0.0,1.29
2023-06-02 01:00,0.0,1.47
2023-06-02 02:00,0.0,0.51
2023-06-02 03:00,0.04,1.47
2023-06-02 04:00,0.2,1.33
2023-06-02 05:00,0.44,1.43
2023-06-02 06:00,0.81,0.92
2023-06-02 07:00,1.12,0.86
2023-06-02 08:00,1.4,1.29
2023-06-02 09:00,1.6,0.72
2023-06-02 10:00,1.7,0.72
2023-06-02 11:00,1.97,0.63
2023-06-02 12:00,1.93,0.75
2023-06-02 13:00,1.96,1.32
2023-06-02 14:00,2.09,1.1
2023-06-02 15:00,1.68,0.73
2023-06-02 16:00,1.47,0.67
2023-06-02 17:00,1.32,1.24
2023-06-02 18:00,1.03,1.07
2023-06-02 19:00,0.74,0.69
2023-06-02 20:00,0.36,0.45
2023-06-02 21:00,0.18,0.93
2023-06-02 22:00,0.04,0.57
2023-06-02 23:00,0.0,0.46
