hour,production,consumption
2023-06-01 00:00,0.0,0
2023-06-01 01:00,0.0,0
2023-06-01 02:00,0.0,0
2023-06-01 03:00,0.05,0
2023-06-01 04:00,0.25,0
2023-06-01 05:00,0.56,0
2023-06-01 06:00,0.9,0
2023-06-01 07:00,1.51,0
2023-06-01 08:00,1.9,0
2023-06-01 09:00,2.04,0
2023-06-01 10:00,2.45,0
2023-06-01 11:00,2.26,0
2023-06-01 12:00,2.35,0
2023-06-01 13:00,2.49,0
2023-06-01 14:00,2.39,0
2023-06-01 15:00,2.3,0
2023-06-01 16:00,1.92,0
2023-06-01 17:00,1.53,0
2023-06-01 18:00,1.29,0
2023-06-01 19:00,0.99,0
2023-06-01 20:00,0.49,0
2023-06-01 21:00,0.27,0
2023-06-01 22:00,0.05,0
2023-06-01 23:00,0.0,0
2023-06-02 00:00,0.0,0
2023-06-02 01:00,0.0,0
2023-06-02 02:00,0.0,0
2023-06-02 03:00,0.05,0
2023-06-02 04:00,0.24,0
2023-06-02 05:00,0.62,0
2023-06-02 06:00,1.03,0
2023-06-02 07:00,1.3,0
2023-06-02 08:00,1.81,0
2023-06-02 09:00,2.11,0
2023-06-02 10:00,2.27,0
2023-06-02 11:00,2.47,0
2023-06-02 12:00,2.75,0
2023-06-02 13:00,2.68,0
2023-06-02 14:00,2.51,0
2023-06-02 15:00,2.07,0
2023-06-02 16:00,2.12,0
2023-06-02 17:00,1.63,0
2023-06-02 18:00,1.27,0
2023-06-02 19:00,0.86,0
2023-06-02 20:00,0.52,0
2023-06-02 21:00,0.23,0
2023-06-02 22:00,0.05,0
2023-06-02 23:00,0.0,0
