hour,production,consumption
2023-06-01 00:00,0.0,0
2023-06-01 01:00,0.0,0
2023-06-01 02:00,0.0,0
2023-06-01 03:00,0.04,0
2023-06-01 04:00,0.21,0
2023-06-01 05:00,0.5,0
2023-06-01 06:00,0.85,0
2023-06-01 07:00,1.13,0
2023-06-01 08:00,1.31,0
2023-06-01 09:00,1.54,0
2023-06-01 10:00,1.79,0
2023-06-01 11:00,1.86,0
2023-06-01 12:00,2.23,0
2023-06-01 13:00,1.93,0
2023-06-01 14:00,1.74,0
2023-06-01 15:00,1.73,0
2023-06-01 16:00,1.61,0
2023-06-01 17:00,1.37,0
2023-06-01 18:00,1.0,0
2023-06-01 19:00,0.71,0
2023-06-01 20:00,0.42,0
2023-06-01 21:00,0.2,0
2023-06-01 22:00,0.04,0
2023-06-01 23:00,0.0,0
2023-06-02 00:00,0.0,0
2023-06-02 01:00,0.0,0
2023-06-02 02:00,0.0,0
2023-06-02 03:00,0.04,0
2023-06-02 04:00,0.22,0
2023-06-02 05:00,0.45,0
2023-06-02 06:00,0.73,0
2023-06-02 07:00,1.02,0
2023-06-02 08:00,1.34,0
2023-06-02 09:00,1.58,0
2023-06-02 10:00,1.74,0
2023-06-02 11:00,1.92,0
2023-06-02 12:00,2.0,0
2023-06-02 13:00,2.04,0
2023-06-02 14:00,1.93,0
2023-06-02 15:00,1.74,0
2023-06-02 16:00,1.56,0
2023-06-02 17:00,1.22,0
2023-06-02 18:00,0.95,0
2023-06-02 19:00,0.75,0
2023-06-02 20:00,0.4,0
2023-06-02 21:00,0.19,0
2023-06-02 22:00,0.04,0
2023-06-02 23:00,0.0,0
